                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.71299,                0.56377,                 1.0435,                0.88967,                 0.8207,                0.89893,                0.69395,                0.95433,                0.64174,                 1.1287,              0.0012005,              0.0012005,              0.0012005
                     13,                0.71774,                 0.5676,                  1.044,                0.88125,                0.74959,                0.85032,                0.63337,                 1.0371,                0.75374,                 1.1646,              0.0011955,              0.0011955,              0.0011955
                     14,                0.68416,                0.55232,                0.99448,                0.80799,                0.75133,                0.83024,                0.59431,                 1.0728,                0.79896,                 1.1635,              0.0011906,              0.0011906,              0.0011906
                     15,                0.69773,                0.52558,                0.99013,                0.78333,                0.79092,                0.85045,                0.65777,                0.95936,                0.78623,                 1.1112,              0.0011856,              0.0011856,              0.0011856
                     16,                0.70656,                0.52596,                  1.009,                0.86706,                0.82823,                0.87547,                0.68586,                0.91667,                0.61809,                 1.0993,              0.0011807,              0.0011807,              0.0011807
                     17,                0.67162,                0.55594,                 1.0009,                 0.8335,                0.85729,                0.87449,                0.67595,                 1.0046,                0.68466,                 1.1746,              0.0011757,              0.0011757,              0.0011757
                     18,                0.69311,                0.56303,                 1.0143,                0.88009,                0.81601,                0.87047,                0.67657,                0.95861,                0.70269,                 1.1578,              0.0011708,              0.0011708,              0.0011708
                     19,                0.67123,                0.53789,                0.98963,                0.89588,                0.82004,                0.88941,                0.69313,                0.95411,                0.74551,                 1.1513,              0.0011658,              0.0011658,              0.0011658
                     20,                0.66987,                0.53768,                0.99097,                0.88043,                0.80872,                0.88841,                0.65796,                0.97113,                0.73619,                 1.1547,              0.0011609,              0.0011609,              0.0011609
                     21,                0.64806,                0.50442,                0.95874,                0.84372,                0.80541,                0.88554,                0.65167,                0.95579,                0.65772,                 1.1532,              0.0011559,              0.0011559,              0.0011559
                     22,                0.63298,                0.49828,                0.97101,                0.87114,                0.72381,                0.83471,                 0.6058,                 1.0433,                0.69654,                  1.219,               0.001151,               0.001151,               0.001151
                     23,                 0.6539,                0.49922,                0.97826,                0.83888,                 0.7662,                0.84987,                0.60945,                 1.0716,                0.70092,                 1.2254,              0.0011461,              0.0011461,              0.0011461
                     24,                0.64789,                0.49431,                0.98641,                0.95113,                0.70648,                0.86485,                 0.6415,                0.99203,                0.72767,                 1.1913,              0.0011411,              0.0011411,              0.0011411
                     25,                0.65383,                0.51502,                0.98769,                0.91899,                0.81756,                0.92113,                0.65622,                 1.0243,                0.67567,                 1.2144,              0.0011362,              0.0011362,              0.0011362
                     26,                0.65647,                0.48761,                0.96844,                0.78135,                 0.6649,                0.76909,                0.57664,                 1.1269,                 1.0767,                 1.2914,              0.0011312,              0.0011312,              0.0011312
                     27,                0.59514,                0.46267,                0.95177,                0.77942,                0.56052,                0.64159,                0.49373,                 1.1559,                 1.2692,                 1.2978,              0.0011263,              0.0011263,              0.0011263
                     28,                0.65889,                0.50932,                0.97613,                0.89566,                0.76748,                0.86874,                0.66476,                0.98054,                0.71093,                 1.1602,              0.0011213,              0.0011213,              0.0011213
                     29,                0.62441,                0.50214,                0.96308,                0.76104,                0.83911,                0.89327,                0.66446,                 1.0321,                0.68125,                 1.2008,              0.0011164,              0.0011164,              0.0011164
                     30,                0.65682,                0.50089,                 1.0051,                0.85894,                0.84011,                0.90112,                0.67096,                0.96075,                0.66312,                 1.1623,              0.0011114,              0.0011114,              0.0011114
                     31,                0.60752,                0.44787,                0.94832,                0.90537,                0.85911,                0.92172,                0.69529,                0.97345,                0.62911,                 1.1619,              0.0011065,              0.0011065,              0.0011065
                     32,                0.65701,                0.51081,                0.97924,                0.91599,                 0.7723,                0.89231,                  0.686,                0.97921,                 0.6814,                 1.1755,              0.0011015,              0.0011015,              0.0011015
                     33,                0.63683,                0.48634,                0.97414,                0.84504,                0.78404,                0.88296,                0.67115,                0.94289,                0.69424,                 1.1369,              0.0010965,              0.0010965,              0.0010965
                     34,                0.60112,                0.45496,                 0.9517,                0.91024,                0.74704,                0.88892,                0.70199,                0.94154,                 0.6793,                 1.1622,              0.0010916,              0.0010916,              0.0010916
                     35,                0.60749,                0.45474,                0.95978,                0.86649,                0.81331,                 0.9015,                0.72652,                0.93278,                 0.6681,                 1.1485,              0.0010866,              0.0010866,              0.0010866
                     36,                0.57315,                0.42796,                0.94856,                0.93773,                0.79597,                0.90751,                 0.7205,                0.94362,                0.62429,                 1.1626,              0.0010817,              0.0010817,              0.0010817
                     37,                0.59572,                0.44203,                0.94089,                0.96735,                 0.7879,                0.90006,                0.73702,                0.88358,                0.59095,                 1.1113,              0.0010768,              0.0010768,              0.0010768
                     38,                0.59503,                0.44124,                0.95332,                0.87868,                0.85243,                0.88591,                0.71851,                0.95944,                0.64626,                 1.1441,              0.0010718,              0.0010718,              0.0010718
                     39,                  0.596,                0.44973,                 0.9523,                0.95234,                0.79213,                0.89052,                0.67474,                0.97428,                0.65651,                 1.1436,              0.0010669,              0.0010669,              0.0010669
                     40,                0.56535,                0.45339,                 0.9427,                0.82317,                0.82458,                0.84239,                0.59573,                 1.0229,                0.72856,                 1.1907,              0.0010619,              0.0010619,              0.0010619
                     41,                 0.5828,                0.41661,                0.93249,                0.80644,                0.75715,                0.83252,                0.60424,                 1.0306,                0.76977,                 1.2228,               0.001057,               0.001057,               0.001057
                     42,                 0.5904,                0.43048,                0.95712,                0.84903,                0.83454,                0.87646,                0.67852,                0.97001,                0.64146,                 1.1777,               0.001052,               0.001052,               0.001052
                     43,                0.59706,                0.44976,                0.97282,                0.90317,                0.78962,                0.87529,                0.70425,                0.89926,                0.62675,                  1.135,               0.001047,               0.001047,               0.001047
                     44,                0.59547,                0.42804,                0.95326,                0.81404,                0.80528,                0.84201,                   0.68,                0.88052,                0.72175,                 1.0877,              0.0010421,              0.0010421,              0.0010421
                     45,                0.58396,                0.42466,                0.94755,                0.84492,                0.76829,                 0.8242,                0.67057,                0.87616,                0.73599,                 1.0853,              0.0010372,              0.0010372,              0.0010372
                     46,                0.58606,                0.44912,                0.96104,                0.84952,                0.79692,                0.85585,                0.69887,                0.86014,                0.69915,                 1.0921,              0.0010322,              0.0010322,              0.0010322
                     47,                0.58167,                0.44398,                0.94991,                0.92614,                0.77565,                0.84143,                0.67029,                0.89418,                0.70847,                 1.1182,              0.0010273,              0.0010273,              0.0010273
                     48,                0.58959,                0.43625,                0.94223,                0.86436,                0.80174,                0.85894,                0.65326,                0.92942,                0.68664,                 1.1534,              0.0010223,              0.0010223,              0.0010223
                     49,                0.58972,                0.43665,                 0.9399,                0.78592,                0.81824,                0.85557,                0.66133,                0.95667,                 0.6466,                 1.1731,              0.0010173,              0.0010173,              0.0010173
                     50,                0.57651,                0.44814,                0.94739,                0.86241,                0.73189,                0.88854,                0.66199,                 1.0155,                0.76172,                 1.1843,              0.0010124,              0.0010124,              0.0010124
                     51,                0.56294,                0.41331,                0.92522,                0.83178,                0.82628,                0.91058,                0.67932,                 1.0427,                0.69448,                 1.1758,              0.0010075,              0.0010075,              0.0010075
                     52,                  0.584,                0.42313,                0.94498,                0.89147,                0.82823,                0.87345,                0.69461,                0.96136,                0.67115,                 1.1404,              0.0010025,              0.0010025,              0.0010025
                     53,                 0.5524,                0.40809,                0.94557,                0.94802,                0.74934,                0.86338,                0.68571,                0.92482,                 0.7242,                 1.1293,             0.00099755,             0.00099755,             0.00099755
                     54,                0.58347,                0.41997,                0.93808,                0.81479,                0.64802,                0.67912,                0.51411,                 1.0738,                 1.1258,                 1.2511,              0.0009926,              0.0009926,              0.0009926
                     55,                0.56377,                0.41203,                0.93553,                 0.9195,                0.70347,                0.82305,                0.62271,                0.97718,                0.75563,                 1.2376,             0.00098765,             0.00098765,             0.00098765
                     56,                 0.5554,                0.40095,                0.93986,                0.90008,                 0.8096,                0.88375,                0.69345,                 0.9455,                0.62861,                 1.1939,              0.0009827,              0.0009827,              0.0009827
                     57,                0.56706,                 0.4306,                0.94532,                0.94345,                0.83391,                0.89862,                0.70474,                0.94967,                0.62479,                 1.1893,             0.00097775,             0.00097775,             0.00097775
                     58,                0.53872,                0.40676,                0.92594,                0.83918,                0.78896,                 0.8398,                0.66698,                0.94541,                0.62728,                 1.1976,              0.0009728,              0.0009728,              0.0009728
                     59,                0.54204,                0.40482,                0.93214,                 0.8912,                0.76129,                0.84641,                0.64894,                 0.9676,                0.66454,                  1.189,             0.00096785,             0.00096785,             0.00096785
                     60,                0.57044,                0.40541,                0.94725,                0.85731,                0.81184,                0.88182,                0.67846,                0.93461,                0.66772,                 1.1611,              0.0009629,              0.0009629,              0.0009629
                     61,                0.57401,                 0.4422,                0.95372,                0.87081,                0.82488,                0.87461,                0.68566,                0.91458,                0.65381,                 1.1651,             0.00095795,             0.00095795,             0.00095795
                     62,                0.54369,                 0.3931,                0.93006,                 0.8773,                0.78192,                0.84547,                0.63058,                0.98101,                0.69206,                 1.2494,               0.000953,               0.000953,               0.000953
                     63,                0.52786,                0.39055,                0.93555,                 0.8392,                0.70967,                0.80966,                0.58264,                 1.0579,                0.76702,                 1.2879,             0.00094805,             0.00094805,             0.00094805
                     64,                0.52731,                0.40761,                 0.9375,                0.87528,                0.80174,                0.86193,                0.67678,                0.98315,                0.65096,                  1.207,              0.0009431,              0.0009431,              0.0009431
                     65,                0.53064,                0.38892,                0.92578,                0.87645,                0.83393,                0.88218,                0.70718,                0.94667,                0.69196,                 1.1623,             0.00093815,             0.00093815,             0.00093815
                     66,                0.53395,                0.40046,                0.91488,                0.84248,                0.78607,                0.85164,                0.67899,                0.92646,                0.72191,                 1.1854,              0.0009332,              0.0009332,              0.0009332
                     67,                0.53501,                0.41354,                0.93404,                0.88525,                0.77006,                0.86431,                0.67983,                0.95486,                0.70306,                 1.2145,             0.00092825,             0.00092825,             0.00092825
                     68,                0.53297,                0.39417,                0.92552,                0.81506,                0.76914,                0.86559,                0.65018,                 1.0302,                0.70555,                 1.2298,              0.0009233,              0.0009233,              0.0009233
                     69,                0.53924,                0.40438,                0.92849,                0.84105,                0.76576,                 0.8574,                0.65591,                0.98274,                0.71348,                 1.1994,             0.00091835,             0.00091835,             0.00091835
                     70,                0.50839,                0.37252,                 0.9106,                0.80315,                0.81716,                0.87272,                0.68221,                0.93909,                0.66339,                 1.1807,              0.0009134,              0.0009134,              0.0009134
                     71,                0.52048,                0.39214,                0.92271,                0.73722,                0.72129,                0.80912,                 0.5913,                0.98762,                0.77874,                 1.2036,             0.00090845,             0.00090845,             0.00090845
                     72,                0.53731,                0.40703,                0.93086,                0.80301,                0.85475,                0.86567,                0.68155,                 0.9117,                0.64602,                 1.1432,              0.0009035,              0.0009035,              0.0009035
                     73,                0.55132,                0.39262,                0.92995,                 0.8569,                0.80955,                0.84808,                0.68077,                0.91829,                0.68822,                 1.1526,             0.00089855,             0.00089855,             0.00089855
                     74,                0.55543,                0.40765,                0.95182,                0.86989,                0.83629,                0.85772,                0.68355,                0.91993,                0.63399,                 1.1752,              0.0008936,              0.0008936,              0.0008936
                     75,                0.53207,                0.40675,                0.93307,                0.86601,                0.80727,                0.85757,                0.65948,                0.94964,                0.66015,                 1.1875,             0.00088865,             0.00088865,             0.00088865
                     76,                0.51636,                0.39446,                0.92959,                0.80651,                0.79435,                 0.8106,                0.56348,                0.98379,                0.66998,                 1.1963,              0.0008837,              0.0008837,              0.0008837
                     77,                0.51511,                0.38877,                0.90608,                0.94472,                0.75482,                0.86625,                0.61961,                0.99936,                0.65903,                 1.2048,             0.00087875,             0.00087875,             0.00087875
                     78,                0.50118,                0.37942,                0.89782,                0.87804,                0.82151,                0.89152,                 0.6858,                0.97063,                 0.6475,                 1.1826,              0.0008738,              0.0008738,              0.0008738
                     79,                0.53625,                0.38721,                0.90504,                0.92522,                0.81826,                0.90002,                0.70488,                0.91405,                0.57596,                 1.1442,             0.00086885,             0.00086885,             0.00086885
                     80,                0.53522,                0.40336,                0.92618,                0.92717,                0.83887,                0.91037,                0.73761,                0.87332,                0.52845,                 1.1179,              0.0008639,              0.0008639,              0.0008639
                     81,                0.53753,                0.38832,                0.91897,                0.93372,                0.82823,                0.91324,                0.72356,                 0.9211,                0.56454,                 1.1479,             0.00085895,             0.00085895,             0.00085895
                     82,                0.52822,                0.37632,                0.91716,                0.84662,                0.86266,                 0.9009,                0.72164,                0.91227,                 0.5377,                 1.1362,               0.000854,               0.000854,               0.000854
                     83,                0.50873,                0.38215,                0.92957,                 0.8735,                 0.8176,                0.86738,                0.69039,                0.92881,                0.60561,                 1.1525,             0.00084905,             0.00084905,             0.00084905
                     84,                0.48506,                0.33973,                0.89147,                0.85084,                0.80074,                0.85971,                0.68873,                0.95736,                0.63494,                 1.1763,              0.0008441,              0.0008441,              0.0008441
                     85,                0.48266,                 0.3526,                0.89568,                0.94633,                0.76686,                0.85434,                0.69892,                0.89191,                0.65863,                 1.1467,             0.00083915,             0.00083915,             0.00083915
                     86,                0.51617,                0.36687,                0.89974,                0.93679,                0.79696,                 0.8794,                0.69466,                  0.923,                 0.6648,                 1.1549,              0.0008342,              0.0008342,              0.0008342
                     87,                 0.4993,                0.37067,                0.91829,                0.89998,                0.82588,                0.88632,                0.69264,                0.94021,                0.60976,                 1.1705,             0.00082925,             0.00082925,             0.00082925
                     88,                0.48493,                0.34453,                0.90373,                0.90176,                0.82254,                0.88322,                0.73234,                0.82975,                0.61037,                  1.103,              0.0008243,              0.0008243,              0.0008243
                     89,                0.48819,                 0.3561,                 0.9143,                0.88391,                0.75833,                0.87227,                 0.7081,                0.88676,                0.60598,                  1.133,             0.00081935,             0.00081935,             0.00081935
                     90,                0.50733,                0.36265,                0.91946,                 0.8807,                0.83925,                  0.901,                0.72958,                0.90342,                0.59307,                 1.1257,              0.0008144,              0.0008144,              0.0008144
                     91,                0.48301,                0.35324,                0.91572,                0.90509,                0.80318,                0.90104,                0.71266,                0.91721,                0.59115,                 1.1247,             0.00080945,             0.00080945,             0.00080945
                     92,                0.48327,                0.36539,                0.92127,                 0.8319,                0.88299,                0.87283,                0.66391,                0.92652,                0.66652,                 1.1429,              0.0008045,              0.0008045,              0.0008045
                     93,                0.48602,                0.33972,                0.89544,                0.79751,                0.86838,                0.85914,                0.68045,                 0.8732,                 0.6893,                 1.1108,             0.00079955,             0.00079955,             0.00079955
                     94,                0.49851,                0.35902,                0.90496,                0.82833,                0.76686,                0.82807,                0.65632,                0.90249,                0.81992,                 1.1462,              0.0007946,              0.0007946,              0.0007946
                     95,                0.49817,                0.36267,                0.91499,                0.88115,                0.74186,                0.78193,                0.65477,                0.91015,                0.88075,                 1.1364,             0.00078965,             0.00078965,             0.00078965
                     96,                0.49195,                0.34877,                0.90787,                0.90633,                0.73884,                0.78953,                0.64076,                 0.8818,                0.82436,                  1.125,              0.0007847,              0.0007847,              0.0007847
                     97,                0.47835,                0.34945,                0.91273,                0.95615,                0.69844,                0.79258,                0.65071,                0.90874,                0.77176,                 1.1634,             0.00077975,             0.00077975,             0.00077975
                     98,                0.49738,                0.34789,                0.91183,                0.86721,                0.73603,                0.82621,                0.65199,                0.95446,                 0.7183,                 1.1748,              0.0007748,              0.0007748,              0.0007748
                     99,                0.48757,                0.34188,                0.88801,                0.80566,                0.74577,                0.82173,                0.65352,                0.97586,                0.70339,                 1.1815,             0.00076985,             0.00076985,             0.00076985
                    100,                0.50028,                0.34174,                 0.9017,                0.87039,                0.75157,                 0.8497,                0.66624,                0.95319,                0.65748,                 1.1863,              0.0007649,              0.0007649,              0.0007649
                    101,                0.47966,                0.34702,                0.89331,                 0.8912,                0.76948,                0.84713,                0.69516,                0.90453,                0.62286,                 1.1554,             0.00075995,             0.00075995,             0.00075995
